tconst,title_type,primary_title,original_title,year,runtime_minutes,simple_title,average_rating,num_votes,timestamp,release_date
tt10593750,movie,The Chaos Class: Summer Games,Hababam Sinifi Yaz Oyunlari,2021,108,the chaos class summer games,3.2,734,01/01/24 21:30,09/01/24
tt10629634,movie,Summer Blur,Hannan xia ri,2020,88,summer blur,6.6,33,01/01/24 21:30,09/01/24
tt10720816,tvMovie,All Summer Long,All Summer Long,2019,84,all summer long,6.4,1134,01/01/24 21:30,09/01/24
tt10785310,movie,Three Summers,Três Verões,2019,94,three summers,6.4,610,01/01/24 21:30,09/01/24
tt10886246,movie,French Touch: Girls of Summer,French Touch: Girls of Summer,2019,102,french touch girls of summer,5.8,44,01/01/24 21:30,09/01/24
tt10905720,movie,The Last Page of Summer,The Last Page of Summer,2020,NA,the last page of summer,7.9,19,01/01/24 21:30,09/01/24
tt1091844,movie,Summer Vacation,Se mah tatili,1977,70,summer vacation,7.8,46,01/01/24 21:30,09/01/24
tt10933120,video,Hyperdimension Neptunia the Animation: Neptune's Summer Vacation,Choujigen Game Neptune The Animation: Nep no Natsuyasumi,2019,26,hyperdimension neptunia the animation neptunes summer vacation,7.1,17,01/01/24 21:30,09/01/24
tt1095036,movie,The Third Summer,The Third Summer,2007,55,the third summer,6.1,11,01/01/24 21:30,09/01/24
tt10959454,movie,Bloody Summer Camp,Bloody Summer Camp,2021,125,bloody summer camp,3.9,735,01/01/24 21:30,09/01/24
tt10998174,tvMovie,Just for the Summer,Just for the Summer,2020,91,just for the summer,6.1,1136,01/01/24 21:30,09/01/24
tt11188104,movie,Farewell Summer,Vinh Biêt Mùa Hè,1992,99,farewell summer,7.9,13,01/01/24 21:30,09/01/24
tt11273452,movie,One Summer Story,Kodomo wa wakatte agenai,2020,138,one summer story,6.9,120,01/01/24 21:30,09/01/24
tt11275350,movie,A Beautiful Summer,Le bel été,2019,80,a beautiful summer,5.2,24,01/01/24 21:30,09/01/24
tt11282142,movie,Summerwar,Sommerkrieg,2019,80,summerwar,7.6,37,01/01/24 21:30,09/01/24
tt1130773,movie,Summer's Tail,Xia tian de wei ba,2007,98,summers tail,6.5,194,01/01/24 21:30,09/01/24
tt1132578,movie,Summer Holiday,Boogie,2008,103,summer holiday,7,2229,01/01/24 21:30,09/01/24
tt1135054,tvMovie,A Real Summer,A Real Summer,2007,45,a real summer,7.3,171,01/01/24 21:30,09/01/24
tt11394288,movie,Summer White,Blanco de verano,2020,85,summer white,6.6,243,01/01/24 21:30,09/01/24
tt11394340,movie,Summertime,Summertime,2020,95,summertime,6.4,543,01/01/24 21:30,09/01/24
tt11422728,movie,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)","Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021,118,summer of soul or when the revolution could not be televised,8,14058,01/01/24 21:30,09/01/24
tt1169847,movie,Summer,Sommer,2007,82,summer,5.7,13,01/01/24 21:30,09/01/24
tt1179773,movie,Summer Days with Coo,Kappa no Kû to natsuyasumi,2007,138,summer days with coo,7.4,2181,01/01/24 21:30,09/01/24
tt1179793,movie,Summer Book,Tatil Kitabi,2008,92,summer book,6.3,1126,01/01/24 21:30,09/01/24
tt1182617,video,One Summer in Austin: The Story of Filming 'A Scanner Darkly',One Summer in Austin: The Story of Filming 'A Scanner Darkly',2006,26,one summer in austin the story of filming a scanner darkly,6.9,103,01/01/24 21:30,09/01/24
tt1186025,movie,SOS: Summer of Suspense,S.O.S Svartskjær,2008,87,sos summer of suspense,5.7,215,01/01/24 21:30,09/01/24
tt11918302,video,Please Tell Me! Galko-chan OAD: Is Summer Vacation Real?,Oshiete! Galko-chan OAD: Natsuyasumitte Hontou Desu ka?,2017,28,please tell me galkochan oad is summer vacation real,6.3,10,01/01/24 21:30,09/01/24
tt1194618,movie,Moomin and Midsummer Madness,Muumi ja vaarallinen juhannus,2008,88,moomin and midsummer madness,5.5,239,01/01/24 21:30,09/01/24
tt11958732,movie,Hilda's Short Summer,Las vacaciones de Hilda,2021,88,hildas short summer,6.3,18,01/01/24 21:30,09/01/24
tt1196601,movie,Caesar and Otto's Summer Camp Massacre,Caesar and Otto's Summer Camp Massacre,2009,76,caesar and ottos summer camp massacre,3.5,271,01/01/24 21:30,09/01/24
tt1196701,movie,A Summer in the Cage,A Summer in the Cage,2007,82,a summer in the cage,7.2,88,01/01/24 21:30,09/01/24
tt1198144,movie,Summer,Summer,2008,83,summer,6.7,1081,01/01/24 21:30,09/01/24
tt1202539,movie,A No-Hit No-Run Summer,Un été sans point ni coup sûr,2008,104,a nohit norun summer,6.8,509,01/01/24 21:30,09/01/24
tt1209359,movie,Summer,Sommer,2008,99,summer,4.9,462,01/01/24 21:30,09/01/24
tt12181184,movie,Summer Rebels,Summer Rebels,2020,93,summer rebels,6.1,102,01/01/24 21:30,09/01/24
tt1230460,movie,Imagine a School... Summerhill,Imagine a School... Summerhill,2008,67,imagine a school summerhill,7.9,14,01/01/24 21:30,09/01/24
tt1230564,tvMovie,Premiere: Inside the Summer Blockbusters,Premiere: Inside the Summer Blockbusters,1989,60,premiere inside the summer blockbusters,6.6,16,01/01/24 21:30,09/01/24
tt12344312,movie,Summer with the Guys,Summer with the Guys,2023,NA,summer with the guys,4.5,182,01/01/24 21:30,09/01/24
tt1235446,movie,Summer Breeze,Summer Breeze,2008,NA,summer breeze,6.9,24,01/01/24 21:30,09/01/24
tt1235833,movie,Bombay Summer,Bombay Summer,2009,102,bombay summer,5.7,117,01/01/24 21:30,09/01/24
tt1242544,movie,Last Day of Summer,Last Day of Summer,2009,85,last day of summer,5.1,952,01/01/24 21:30,09/01/24
tt1245539,movie,Summertime Blues,Summertime Blues,2009,116,summertime blues,6.2,204,01/01/24 21:30,09/01/24
tt1248987,movie,Then Summer Came,Tamio no shiawase,2008,118,then summer came,6.1,70,01/01/24 21:30,09/01/24
tt12491724,movie,Summer to Winter,Summer to Winter,2014,91,summer to winter,5.1,12,01/01/24 21:30,09/01/24
tt12517576,movie,A Midsummer Night's Dream,A Midsummer Night's Dream,2016,171,a midsummer nights dream,6.6,59,01/01/24 21:30,09/01/24
tt12553244,movie,Sisters: The Summer We Found Our Superpowers,Tottori! Sommeren vi var alene,2020,78,sisters the summer we found our superpowers,6.9,176,01/01/24 21:30,09/01/24
tt12567476,movie,Sune - Mission: Midsummer,Sune - Uppdrag: Midsommar,2021,86,sune  mission midsummer,5,320,01/01/24 21:30,09/01/24
tt1260689,movie,Summer 2007,Summer 2007,2008,166,summer 2007,6.4,265,01/01/24 21:30,09/01/24
tt1262418,tvMovie,Summerhill at 70,Summerhill at 70,1992,52,summerhill at 70,6.9,20,01/01/24 21:30,09/01/24
tt1268804,movie,Lebanon Summer 2006,Lebanon Summer 2006,2007,52,lebanon summer 2006,8.3,12,01/01/24 21:30,09/01/24
tt12699576,movie,Final Summer,Final Summer,2023,82,final summer,3.4,488,01/01/24 21:30,09/01/24
tt1276988,movie,Summer Eleven,Summer Eleven,2010,93,summer eleven,6.3,403,01/01/24 21:30,09/01/24
tt1277733,tvMovie,Secrets of the Summer House,Summer House,2008,90,secrets of the summer house,4.9,413,01/01/24 21:30,09/01/24
tt12826450,movie,A Corsican Summer,I comete,2021,124,a corsican summer,5.5,255,01/01/24 21:30,09/01/24
tt1285010,movie,Summer's Moon,Summer's Blood,2009,91,summers moon,4.4,3384,01/01/24 21:30,09/01/24
tt12900148,movie,The Longest Summer in America,The Longest Summer in America,2018,62,the longest summer in america,5.8,10,01/01/24 21:30,09/01/24
tt12915652,video,The Best of SummerSlam,The Best of WWE: Best of SummerSlam,2020,232,the best of summerslam,4.3,11,01/01/24 21:30,09/01/24
tt12931780,movie,A Life of Endless Summers: The Bruce Brown Story,A Life of Endless Summers: The Bruce Brown Story,2020,88,a life of endless summers the bruce brown story,6.4,42,01/01/24 21:30,09/01/24
tt1293829,movie,A Midsummer Comedy,Äntligen midsommar!,2009,86,a midsummer comedy,4.3,527,01/01/24 21:30,09/01/24
tt1296876,video,Nickelodeon: 'the Last Day of Summer' - Behind the Scenes,Nickelodeon: 'The Last Day of Summer' - Behind the Scenes,2007,10,nickelodeon the last day of summer  behind the scenes,7.6,13,01/01/24 21:30,09/01/24
tt1304582,movie,Summerchild,Kesän lapsi,2007,60,summerchild,8.1,12,01/01/24 21:30,09/01/24
tt1305869,movie,A Midsummer of Love,Sommaren med Göran: En midsommarnattskomedi,2009,97,a midsummer of love,5.4,3417,01/01/24 21:30,09/01/24
tt13067004,movie,Last Summer,Geçen Yaz,2021,101,last summer,6.3,3519,01/01/24 21:30,09/01/24
tt1307066,movie,Once Upon a Summer,Once Upon a Summer,2009,98,once upon a summer,6.3,93,01/01/24 21:30,09/01/24
tt13142638,movie,The Queer Shakespeare Project: A Midsummer Night's Dream,The Queer Shakespeare Project: A Midsummer Night's Dream,2020,188,the queer shakespeare project a midsummer nights dream,7,13,01/01/24 21:30,09/01/24
tt1316079,movie,Summer People,Summer People,2008,67,summer people,6.2,10,01/01/24 21:30,09/01/24
tt13259672,movie,Atomic Summer,L'été nucléaire,2020,83,atomic summer,4.8,121,01/01/24 21:30,09/01/24
tt1326825,movie,My Sixteenth Summer,My Sixteenth Summer,2009,72,my sixteenth summer,8.1,10,01/01/24 21:30,09/01/24
tt1326956,movie,Our Summer in Tehran,Our Summer in Tehran,2009,NA,our summer in tehran,8.1,36,01/01/24 21:30,09/01/24
tt13282898,movie,An Unusual Summer,An Unusual Summer,2020,80,an unusual summer,6.8,20,01/01/24 21:30,09/01/24
tt13293222,movie,Summer Dark,Summer Dark,2010,90,summer dark,3.8,13,01/01/24 21:30,09/01/24
tt1329355,movie,Girls of Summer,Girls of Summer,2008,87,girls of summer,4.5,78,01/01/24 21:30,09/01/24
tt1332528,video,Home and Away: The Official Summer Bay Special,Home and Away: The Official Summer Bay Special,1996,80,home and away the official summer bay special,7.2,52,01/01/24 21:30,09/01/24
tt1334587,movie,The Catfish Summer,Poslední plavky,2007,100,the catfish summer,4,110,01/01/24 21:30,09/01/24
tt13362120,tvMovie,Sharkadelic Summer,Sharkadelic Summer,2020,NA,sharkadelic summer,5.6,15,01/01/24 21:30,09/01/24
tt1339559,movie,My Summer with Amanda,Mi verano con Amanda,2008,92,my summer with amanda,5.4,133,01/01/24 21:30,09/01/24
tt13430466,movie,One Summer Night,Eoneu yeoreumnal bame,2016,98,one summer night,5.3,156,01/01/24 21:30,09/01/24
tt1344616,tvMovie,Summer Hit,Hit poletja,2008,91,summer hit,6.4,65,01/01/24 21:30,09/01/24
tt1356920,movie,A Midsummer Night's Dream,Manatsu no yo no yume,2009,105,a midsummer nights dream,5.6,24,01/01/24 21:30,09/01/24
tt13582754,movie,The Longest Summer,The Longest Summer,2019,94,the longest summer,6,10,01/01/24 21:30,09/01/24
tt13622782,tvMovie,Long Hot Summers: The Story of the Style Council,Long Hot Summers: The Story of the Style Council,2020,75,long hot summers the story of the style council,7.2,151,01/01/24 21:30,09/01/24
tt13642540,movie,Till the Summer Comes,V lete ti poviem,2022,111,till the summer comes,3.9,97,01/01/24 21:30,09/01/24
tt1364480,video,Dead Summer,Dead Summer,2005,71,dead summer,2.3,20,01/01/24 21:30,09/01/24
tt1365482,movie,Martino's Summer,L'estate di Martino,2010,90,martinos summer,6.2,168,01/01/24 21:30,09/01/24
tt1370426,movie,Costa Rican Summer,Costa Rican Summer,2010,89,costa rican summer,2.7,806,01/01/24 21:30,09/01/24
tt13735338,video,Rifftrax: Santa's Summer House,Rifftrax: Santa's Summer House,2018,NA,rifftrax santas summer house,6.1,29,01/01/24 21:30,09/01/24
tt13745532,video,Saint Laurent: Summer of '21,Saint Laurent: Summer of '21,2020,8,saint laurent summer of 21,6.5,335,01/01/24 21:30,09/01/24
tt13757540,movie,The Door Into Summer,Natsu e no tobira - Kimi no iru mirai e - : The Door Into Summer,2021,118,the door into summer,6.4,1223,01/01/24 21:30,09/01/24
tt1381271,tvMovie,That Given Summer,Cet été-là,2009,84,that given summer,6.2,30,01/01/24 21:30,09/01/24
tt1386503,movie,Seeds of Summer,Zirei Kayitz,2007,63,seeds of summer,7.6,19,01/01/24 21:30,09/01/24
tt13884328,movie,Summer,Leto,2021,109,summer,7.2,25,01/01/24 21:30,09/01/24
tt14016562,tvMovie,Last Summer of Nathan Lee,Last Summer of Nathan Lee,2023,92,last summer of nathan lee,7.2,26,01/01/24 21:30,09/01/24
tt1404653,movie,The Last Summer of La Boyita,El último verano de la Boyita,2009,93,the last summer of la boyita,7.1,988,01/01/24 21:30,09/01/24
tt14071634,movie,Red Horse in the Summer Sky,Red Horse in the Summer Sky,2022,98,red horse in the summer sky,5.4,31,01/01/24 21:30,09/01/24
tt1408355,movie,Boys of Summer,Boys of Summer,2010,95,boys of summer,7.6,46,01/01/24 21:30,09/01/24
tt1418860,movie,Crime Scene: The Bobby Ray Summers Story,Crime Scene: The Bobby Ray Summers Story,2008,76,crime scene the bobby ray summers story,8,17,01/01/24 21:30,09/01/24
tt1422201,tvMovie,One Hot Summer,One Hot Summer,2009,89,one hot summer,4.1,266,01/01/24 21:30,09/01/24
tt14442616,movie,Cruel Summer,Cruel Summer,2021,80,cruel summer,3.3,121,01/01/24 21:30,09/01/24
tt14456750,movie,Phantom Summer,Verão Fantasma,2022,106,phantom summer,6,54,01/01/24 21:30,09/01/24
tt1448625,movie,The Old Summer Palace,Yuan Ming Yuan,2006,93,the old summer palace,7.6,80,01/01/24 21:30,09/01/24
tt14550346,movie,Last Summer,L'été dernier,2023,104,last summer,6.3,2231,01/01/24 21:30,09/01/24
tt14619078,movie,My Soul Summer,My Soul Summer,2022,115,my soul summer,6.5,55,01/01/24 21:30,09/01/24
tt14625190,movie,It's a Summer Film!,Summer film ni notte,2020,97,its a summer film,6.8,1234,01/01/24 21:30,09/01/24
tt14673732,movie,Rise Again: Tulsa and the Red Summer,Rise Again: Tulsa and the Red Summer,2021,90,rise again tulsa and the red summer,7,93,01/01/24 21:30,09/01/24
tt1474276,movie,Summer Wars,Samâ wôzu,2009,114,summer wars,7.4,31999,01/01/24 21:30,09/01/24
tt14853762,movie,Summer Nights,Summer Nights,2021,53,summer nights,8.5,62,01/01/24 21:30,09/01/24
tt1486196,movie,Summer Coda,Summer Coda,2010,108,summer coda,6.3,563,01/01/24 21:30,09/01/24
tt15078122,movie,Our Eternal Summer,L'été l'éternité,2021,75,our eternal summer,5.4,357,01/01/24 21:30,09/01/24
tt15090592,movie,Andrew Orozco 3: Summer's Here,Andrew Orozco 3: Summer's Here,2020,147,andrew orozco 3 summers here,4.2,15,01/01/24 21:30,09/01/24
tt15114686,tvMovie,Reckless Summer,Clèves,2021,109,reckless summer,6.3,410,01/01/24 21:30,09/01/24
tt15130246,movie,Summer of the Wolf,Summer of the Wolf,2023,NA,summer of the wolf,8,45,01/01/24 21:30,09/01/24
tt1519640,movie,Hot Summer Days,Chuen sing yit luen - yit lat lat,2010,93,hot summer days,6.1,940,01/01/24 21:30,09/01/24
tt15202038,tvMovie,Sweet Pecan Summer,Sweet Pecan Summer,2021,84,sweet pecan summer,6.3,943,01/01/24 21:30,09/01/24
tt15208276,movie,Summering,Summering,2022,85,summering,4.4,471,01/01/24 21:30,09/01/24
tt15208950,tvMovie,One Summer,One Summer,2021,84,one summer,7.1,1225,01/01/24 21:30,09/01/24
tt15253150,movie,Notes on a Summer,Notas sobre un verano,2023,83,notes on a summer,5.6,129,01/01/24 21:30,09/01/24
tt1527656,movie,Long Hot Summer,Long Hot Summer,2006,68,long hot summer,7.5,17,01/01/24 21:30,09/01/24
tt1537424,movie,Bummer Summer,Bummer Summer,2010,78,bummer summer,7.1,64,01/01/24 21:30,09/01/24
tt1538947,movie,Pinuccio Lovero - A Midsummer Death's Dream,Pinuccio Lovero - Sogno di una morte di mezza estate,2008,60,pinuccio lovero  a midsummer deaths dream,6.4,41,01/01/24 21:30,09/01/24
tt1545098,movie,Kenny Chesney: Summer in,Kenny Chesney: Summer in 3D,2010,99,kenny chesney summer in,8,69,01/01/24 21:30,09/01/24
tt1547230,movie,Judy Moody and the Not Bummer Summer,Judy Moody and the Not Bummer Summer,2011,91,judy moody and the not bummer summer,4.3,3467,01/01/24 21:30,09/01/24
tt1548551,movie,The Twelfth Summer,Dvenadtsatoe leto,2008,80,the twelfth summer,5.9,25,01/01/24 21:30,09/01/24
tt15535192,movie,A French Summer,Zomer in Frankrijk,2023,NA,a french summer,5.3,155,01/01/24 21:30,09/01/24
tt15568240,movie,A Summer in Boujad,Un été à Boujad,2022,80,a summer in boujad,7.5,28,01/01/24 21:30,09/01/24
tt1566405,movie,Summer Pasture,Summer Pasture,2010,85,summer pasture,7.8,86,01/01/24 21:30,09/01/24
tt1572162,video,Not a Love Story: Making (500) Days of Summer,Not a Love Story: Making (500) Days of Summer,2009,30,not a love story making 500 days of summer,7.7,53,01/01/24 21:30,09/01/24
tt15783304,movie,This One Summer,Cet été-là,2022,99,this one summer,5.5,224,01/01/24 21:30,09/01/24
tt1579944,movie,Summer Window,Fenster zum Sommer,2011,96,summer window,6.4,663,01/01/24 21:30,09/01/24
tt1585660,movie,Summertime,Summertime,2011,90,summertime,6.6,41,01/01/24 21:30,09/01/24
tt1588875,movie,How I Ended This Summer,Kak ya provyol etim letom,2010,130,how i ended this summer,6.9,7026,01/01/24 21:30,09/01/24
tt16027742,video,Summer Nude '13: Making Movie,Summer Nude '13: Making Movie,2013,NA,summer nude 13 making movie,9.8,61,01/01/24 21:30,09/01/24
tt1606369,movie,Summer Whispers,Yeoreum soksakip,2008,96,summer whispers,7.6,82,01/01/24 21:30,09/01/24
tt1610395,movie,Damn Summer,Verano maldito,2011,73,damn summer,6.3,27,01/01/24 21:30,09/01/24
tt1626240,movie,Summertime Christmas,Summertime Christmas,2010,110,summertime christmas,3,121,01/01/24 21:30,09/01/24
tt1630248,movie,A Summer Family,Natsu no kazoku,2010,78,a summer family,5.4,16,01/01/24 21:30,09/01/24
tt1630606,movie,The Door Into Summer,Natsu e no tobira,1981,59,the door into summer,5.7,109,01/01/24 21:30,09/01/24
tt16311394,movie,Summer to Come,Summer to Come,2022,74,summer to come,5.1,158,01/01/24 21:30,09/01/24
tt16442822,movie,"Love to Love You, Donna Summer","Love to Love You, Donna Summer",2023,107,love to love you donna summer,6.5,1235,01/01/24 21:30,09/01/24
tt1666012,movie,Karafuto 1945 Summer Hyosetsu no mon,Karafuto 1945 Summer Hyosetsu no mon,1974,119,karafuto 1945 summer hyosetsu no mon,7.1,23,01/01/24 21:30,09/01/24
tt16769394,movie,Summer Time: Travel Back,Artek. Bolshoe puteshestvie,2022,105,summer time travel back,4.2,273,01/01/24 21:30,09/01/24
tt1684561,movie,Summer Song,Summer Song,2011,NA,summer song,8.2,95,01/01/24 21:30,09/01/24
tt1686125,movie,Verity's Summer,Verity's Summer,2013,102,veritys summer,5.6,54,01/01/24 21:30,09/01/24
tt16944826,movie,That Kind of Summer,Un été comme ça,2022,137,that kind of summer,6.1,733,01/01/24 21:30,09/01/24
tt16986596,movie,Sons of Summer,Sons of Summer,2023,88,sons of summer,4.4,2485,01/01/24 21:30,09/01/24
tt1699753,tvMovie,Summer Camp,Summer Camp,2010,30,summer camp,6.6,65,01/01/24 21:30,09/01/24
tt17037988,movie,Last Flamingo of the Red Summer Sunset,Last Flamingo of the Red Summer Sunset,2024,80,last flamingo of the red summer sunset,8.7,10,01/01/24 21:30,09/01/24
tt1710581,tvMovie,Summer Camp,"Merci papa, merci maman",2010,86,summer camp,5.8,37,01/01/24 21:30,09/01/24
tt1714758,movie,Summer of Goliath,Verano de Goliat,2010,78,summer of goliath,5.8,133,01/01/24 21:30,09/01/24
tt1718147,movie,Wonderful Summer,Cudowne lato,2010,92,wonderful summer,5.8,149,01/01/24 21:30,09/01/24
tt1730140,movie,Summerland,Sumarlandið,2010,85,summerland,6,126,01/01/24 21:30,09/01/24
tt17336922,movie,Summer,Ye xia tian,2022,114,summer,4.2,24,01/01/24 21:30,09/01/24
tt17382524,movie,"The Tunnel to Summer, the Exit of Goodbyes","Natsu e no tunnel, Sayonara no deguchi",2022,85,the tunnel to summer the exit of goodbyes,7,2659,01/01/24 21:30,09/01/24
tt1740053,movie,A Burning Hot Summer,Un été brûlant,2011,95,a burning hot summer,5,2365,01/01/24 21:30,09/01/24
tt1753865,movie,Summer Games,Giochi d'estate,2011,101,summer games,6.5,441,01/01/24 21:30,09/01/24
tt1754192,tvMovie,A Good Summer,Ein guter Sommer,2011,90,a good summer,7,66,01/01/24 21:30,09/01/24
tt17542524,movie,Shall I Compare You to a Summer's Day?,Bashtaalak sa'at,2022,66,shall i compare you to a summers day,5.9,175,01/01/24 21:30,09/01/24
tt1754719,movie,The Summer of 69,The Summer of 69,2009,NA,the summer of 69,7.9,14,01/01/24 21:30,09/01/24
tt1758771,movie,Summer of Dreams,Summer of Dreams,2011,123,summer of dreams,5.3,19,01/01/24 21:30,09/01/24
tt1764618,movie,Summertime Killers,Summertime Killers,2011,33,summertime killers,6,11,01/01/24 21:30,09/01/24
tt1773398,movie,Summer in Provence,Summer in Provence,2012,90,summer in provence,6.1,17,01/01/24 21:30,09/01/24
tt17736862,movie,My Summer in Ohio,My Summer in Ohio,2022,88,my summer in ohio,8.2,10,01/01/24 21:30,09/01/24
tt1785685,movie,Year Without a Summer,Wu xia zhi nian,2010,87,year without a summer,6.5,38,01/01/24 21:30,09/01/24
tt1795595,movie,Exit 91 Summerland,Exit 91 Summerland,2011,80,exit 91 summerland,2.7,14,01/01/24 21:30,09/01/24
tt1805502,movie,"WWE Summerslam: The Complete Anthology, Vol. 2","WWE Summerslam: The Complete Anthology, Vol. 2",2009,NA,wwe summerslam the complete anthology vol 2,6.6,21,01/01/24 21:30,09/01/24
tt18291400,movie,My Blue Summer,An lian: Ju sheng huai nan,2022,98,my blue summer,6.2,98,01/01/24 21:30,09/01/24
tt1830901,movie,"WWE: Summerslam - The Complete Anthology, Vol. 1","WWE: Summerslam - The Complete Anthology, Vol. 1",2009,NA,wwe summerslam  the complete anthology vol 1,7.4,21,01/01/24 21:30,09/01/24
tt1836213,movie,"WWE Summerslam: The Complete Anthology, Vol. 3","WWE Summerslam: The Complete Anthology, Vol. 3",2009,NA,wwe summerslam the complete anthology vol 3,7.1,27,01/01/24 21:30,09/01/24
tt18502434,movie,Fez Summer '55,Fez Summer '55,2023,NA,fez summer 55,8.2,23,01/01/24 21:30,09/01/24
tt1855182,video,Early One Summer,Early One Summer,2009,11,early one summer,5.8,23,01/01/24 21:30,09/01/24
tt1864368,movie,Indian Summer,Indian Summer,2011,70,indian summer,6.9,10,01/01/24 21:30,09/01/24
tt1864491,movie,Stealing Summers,Stealing Summers,2011,75,stealing summers,4.9,94,01/01/24 21:30,09/01/24
tt1864571,movie,"WWE Summerslam: The Complete Anthology, Vol. 4","WWE Summerslam: The Complete Anthology, Vol. 4",2008,NA,wwe summerslam the complete anthology vol 4,6.2,24,01/01/24 21:30,09/01/24
tt1874779,movie,The Summer of Massacre,The Summer of Massacre,2012,98,the summer of massacre,2.7,337,01/01/24 21:30,09/01/24
tt1886770,movie,Silent Summer,Stiller Sommer,2013,89,silent summer,5.7,72,01/01/24 21:30,09/01/24
tt1896818,movie,Summer of the Chew Toy Soul,Summer of the Chew Toy Soul,2011,70,summer of the chew toy soul,7.4,14,01/01/24 21:30,09/01/24
tt1905005,movie,Rage: Midsummer's Eve,Rage: Midsummer's Eve,2015,90,rage midsummers eve,3.4,308,01/01/24 21:30,09/01/24
tt1961265,movie,The Summer Side,Del lado del verano,2012,100,the summer side,5.8,136,01/01/24 21:30,09/01/24
tt19715962,movie,Darker Shades of Summer,Darker Shades of Summer,2023,80,darker shades of summer,2.5,479,01/01/24 21:30,09/01/24
tt19768694,movie,Summer Scars,Nos cérémonies,2022,104,summer scars,5.7,218,01/01/24 21:30,09/01/24
tt19770590,movie,Summer of 1941,Leto 1941 goda,2022,112,summer of 1941,6,147,01/01/24 21:30,09/01/24
tt1980107,movie,Endless Summer,Endless Summer,2013,73,endless summer,4.6,16,01/01/24 21:30,09/01/24
tt1980108,movie,Summer Promise,Summer Promise,2011,60,summer promise,8,186,01/01/24 21:30,09/01/24
tt1989593,movie,Red Hook Summer,Red Hook Summer,2012,121,red hook summer,5.3,1956,01/01/24 21:30,09/01/24
tt2005307,movie,Orahan Summer,Orahan Summer,2008,NA,orahan summer,4.5,11,01/01/24 21:30,09/01/24
tt2009504,movie,Summer with Kuro,Kuro ga ita natsu,1985,80,summer with kuro,6.5,32,01/01/24 21:30,09/01/24
tt20114622,tvMovie,Caribbean Summer,Caribbean Summer,2022,84,caribbean summer,6.4,776,01/01/24 21:30,09/01/24
tt20234746,movie,Sequel: Cruel Summer - Part II,Sequel: Cruel Summer - Part II,2022,NA,sequel cruel summer  part ii,5,41,01/01/24 21:30,09/01/24
tt2039331,movie,And They Call It Summer,E la chiamano estate,2012,89,and they call it summer,4.4,452,01/01/24 21:30,09/01/24
tt2050499,movie,A Stormy Summer Night,Orage,2015,83,a stormy summer night,4.7,124,01/01/24 21:30,09/01/24
tt2051930,movie,Midsummer Nightmares,Midsummer Nightmares,2011,NA,midsummer nightmares,5.4,47,01/01/24 21:30,09/01/24
tt20562058,movie,Project Summer,Project Summer,2022,92,project summer,5.7,36,01/01/24 21:30,09/01/24
tt20600968,video,#MST3KMindlessSummer Livestream III: BLOOD WATERS of DR. Z,#MST3KMindlessSummer Livestream III: BLOOD WATERS of DR. Z,2021,NA,mst3kmindlesssummer livestream iii blood waters of dr z,6.1,10,01/01/24 21:30,09/01/24
tt2066133,movie,The Wine of Summer,The Wine of Summer,2013,90,the wine of summer,5.2,472,01/01/24 21:30,09/01/24
tt2072876,tvMovie,A Midsummer Night's Dream,A Midsummer Night's Dream,1959,90,a midsummer nights dream,9.1,124,01/01/24 21:30,09/01/24
tt2075088,movie,By Summer's End,Ad Sof Ha-kaitz,2011,95,by summers end,6.6,28,01/01/24 21:30,09/01/24
tt2075234,movie,Summer of Giacomo,L'estate di Giacomo,2011,78,summer of giacomo,6.3,256,01/01/24 21:30,09/01/24
tt20769484,movie,Summer with Hope,Summer with Hope,2022,99,summer with hope,5.8,49,01/01/24 21:30,09/01/24
tt20784210,tvMovie,Lego Star Wars Summer Vacation,LEGO Star Wars Summer Vacation,2022,45,lego star wars summer vacation,5.6,1785,01/01/24 21:30,09/01/24
tt21138358,movie,Párty Hárder: Summer Massacre,Párty Hárder: Summer Massacre,2022,100,párty hárder summer massacre,5.8,280,01/01/24 21:30,09/01/24
tt21151850,movie,Edge of Summer,Edge of Summer,2024,98,edge of summer,8.1,17,01/01/24 21:30,09/01/24
tt21158228,tvMovie,Summer at Charlotte's,Summer at Charlotte's,2023,82,summer at charlottes,6.4,62,01/01/24 21:30,09/01/24
tt21197442,video,I Know What You Did Last Summer: Deleted Scenes,I Know What You Did Last Summer: Deleted Scenes,2022,NA,i know what you did last summer deleted scenes,7.3,10,01/01/24 21:30,09/01/24
tt21197450,video,I Know What You Did Last Summer: Alternate Ending,I Know What You Did Last Summer: Alternate Ending,2022,NA,i know what you did last summer alternate ending,6.5,20,01/01/24 21:30,09/01/24
tt21206302,movie,The Sound of Summer,The Sound of Summer,2022,75,the sound of summer,5.5,100,01/01/24 21:30,09/01/24
tt21267296,movie,Hell of a Summer,Hell of a Summer,2023,88,hell of a summer,6.9,107,01/01/24 21:30,09/01/24
tt21272582,movie,Dying in Ibiza (A Film in Three Summers),Mourir à Ibiza (Un film en trois étés),2022,107,dying in ibiza a film in three summers,6.2,49,01/01/24 21:30,09/01/24
tt2140389,video,Shameless: Season 2 Sneak Peak - One Hot Summer,Shameless: Season 2 Sneak Peak - One Hot Summer,2011,5,shameless season 2 sneak peak  one hot summer,7.5,25,01/01/24 21:30,09/01/24
