,tconst,title_type,primary_title,original_title,year,runtime_minutes,simple_title,average_rating,num_votes,timestamp,release_date
383,tt0829134,movie,Tracing the Gray Summer,Inochi no chikyuu: Daiokishin no natsu,2001.0,,tracing the gray summer,7.6,25,01/01/24 21:30,09/01/24
384,tt0834941,movie,A Plumm Summer,A Plumm Summer,2007.0,99.0,a plumm summer,6.0,434,01/01/24 21:30,09/01/24
385,tt0836700,movie,Summer Hours,L'heure d'été,2008.0,103.0,summer hours,7.1,8234,01/01/24 21:30,09/01/24
386,tt0844345,video,Summer's End: The Legend of Samhain,Summer's End: The Legend of Samhain,2001.0,72.0,summers end the legend of samhain,5.2,43,01/01/24 21:30,09/01/24
387,tt0846318,movie,Summer of the Flying Saucer,Summer of the Flying Saucer,2008.0,86.0,summer of the flying saucer,5.1,68,01/01/24 21:30,09/01/24
388,tt0847183,movie,That Special Summer,Kid Svensk,2007.0,90.0,that special summer,6.0,594,01/01/24 21:30,09/01/24
389,tt0847527,movie,Summer Scars,Summer Scars,2007.0,68.0,summer scars,5.2,675,01/01/24 21:30,09/01/24
390,tt0853002,movie,A Summer Song,A Summer Song,2010.0,,a summer song,6.8,10,01/01/24 21:30,09/01/24
391,tt0859622,tvMovie,The Last Day of Summer,The Last Day of Summer,2007.0,88.0,the last day of summer,5.2,743,01/01/24 21:30,09/01/24
392,tt0885520,movie,Eternal Summer,Sheng xia guang nian,2006.0,95.0,eternal summer,7.0,3244,01/01/24 21:30,09/01/24
393,tt0891342,video,Punk Rock Summer Camp,Punk Rock Summer Camp,1999.0,82.0,punk rock summer camp,8.5,22,01/01/24 21:30,09/01/24
394,tt0910904,movie,I Know How Many Runs You Scored Last Summer,I Know How Many Runs You Scored Last Summer,2008.0,80.0,i know how many runs you scored last summer,3.5,591,01/01/24 21:30,09/01/24
395,tt0923703,movie,Once in a Summer,Geuhae yeoreum,2006.0,121.0,once in a summer,7.2,1125,01/01/24 21:30,09/01/24
396,tt0928020,movie,Bad Boys of Summer,Bad Boys of Summer,2007.0,76.0,bad boys of summer,6.4,18,01/01/24 21:30,09/01/24
397,tt0929733,tvMovie,Bros in 2 Summer,Bros in 2 Summer,1989.0,,bros in 2 summer,8.1,11,01/01/24 21:30,09/01/24
398,tt0937373,movie,Summer Lover,Sappho,2008.0,88.0,summer lover,4.5,1882,01/01/24 21:30,09/01/24
399,tt0937428,video,The Summer of the Massacre,The Summer of the Massacre,2006.0,72.0,the summer of the massacre,3.1,115,01/01/24 21:30,09/01/24
400,tt0940584,movie,Boys of Summerville,Boys of Summerville,2008.0,96.0,boys of summerville,7.0,62,01/01/24 21:30,09/01/24
401,tt0955214,tvMovie,30 Years of 'Last of the Summer Wine',30 Years of 'Last of the Summer Wine',2003.0,60.0,30 years of last of the summer wine,8.4,18,01/01/24 21:30,09/01/24
402,tt0968327,video,T.M. Revolution: T.M.R. Live Revolution '02 - Best Summer Crush 2002,T.M. Revolution: T.M.R. Live Revolution '02 - Best Summer Crush 2002,2002.0,88.0,tm revolution tmr live revolution 02  best summer crush 2002,8.7,13,01/01/24 21:30,09/01/24
403,tt0969368,movie,Before the Summer Passes Away,Yeoreumi gagi-jeone,2006.0,78.0,before the summer passes away,8.0,27,01/01/24 21:30,09/01/24
404,tt0978695,movie,A Dream of the Summer Midnight,Roya-ye nime-shab-e tabestan,1994.0,90.0,a dream of the summer midnight,6.7,59,01/01/24 21:30,09/01/24
405,tt0995757,movie,Summer Heat,Zomerhitte,2008.0,96.0,summer heat,5.3,1508,01/01/24 21:30,09/01/24
406,tt1006945,movie,My Football Summer,Qi ji de xia tian,2006.0,103.0,my football summer,7.8,40,01/01/24 21:30,09/01/24
407,tt10195976,movie,My Best Summer,Zui hao de wo men,2019.0,109.0,my best summer,6.0,343,01/01/24 21:30,09/01/24
408,tt10199668,movie,Summer of Changsha,Liu Yu Tian,2019.0,120.0,summer of changsha,5.8,313,01/01/24 21:30,09/01/24
409,tt10224134,tvMovie,A Summer Romance,A Summer Romance,2019.0,87.0,a summer romance,6.7,2021,01/01/24 21:30,09/01/24
410,tt1022603,movie,500 Days of Summer,(500) Days of Summer,2009.0,95.0,500 days of summer,7.7,564894,01/01/24 21:30,09/01/24
411,tt10229338,video,Samantha's Sexy Summer,Samantha's Sexy Summer,2006.0,75.0,samanthas sexy summer,4.2,14,01/01/24 21:30,09/01/24
412,tt10229982,movie,My First Summer,My First Summer,2020.0,80.0,my first summer,6.7,2763,01/01/24 21:30,09/01/24
413,tt10345024,tvMovie,A Taste of Summer,A Taste of Summer,2019.0,82.0,a taste of summer,6.2,1317,01/01/24 21:30,09/01/24
414,tt10384514,movie,A Midsummer Night's Dream,A Midsummer Night's Dream,2019.0,180.0,a midsummer nights dream,8.4,640,01/01/24 21:30,09/01/24
415,tt1042913,tvMovie,Summerhill,Summerhill,2008.0,120.0,summerhill,7.6,400,01/01/24 21:30,09/01/24
416,tt10449234,movie,Yang and His Summer,Hu yang de xia tian,2017.0,93.0,yang and his summer,6.4,12,01/01/24 21:30,09/01/24
417,tt10457128,movie,Summer of 85,Été 85,2020.0,101.0,summer of 85,6.9,13782,01/01/24 21:30,09/01/24
418,tt10483210,tvMovie,Ruisrock: 50 Summers by the Sea,Ruisrock - 50 kesää meren rannalla,2019.0,50.0,ruisrock 50 summers by the sea,6.1,14,01/01/24 21:30,09/01/24
419,tt10488396,movie,Summer Detective,Ping Yuan Shang De Xia Luo Ke,2019.0,98.0,summer detective,6.9,572,01/01/24 21:30,09/01/24
420,tt10492998,movie,I Hate Summer,Odio l'estate,2020.0,110.0,i hate summer,6.7,3715,01/01/24 21:30,09/01/24
421,tt10498020,movie,Rural Summer Vacation,Rural Summer Vacation,2019.0,92.0,rural summer vacation,5.4,11,01/01/24 21:30,09/01/24
422,tt1052058,tvMovie,The Wilder Summer,The Wilder Summer,1983.0,54.0,the wilder summer,8.9,31,01/01/24 21:30,09/01/24
423,tt10580248,video,a-ha: MTV Unplugged - Summer Solstice,a-ha: MTV Unplugged - Summer Solstice,2017.0,115.0,aha mtv unplugged  summer solstice,8.6,21,01/01/24 21:30,09/01/24
424,tt10593750,movie,The Chaos Class: Summer Games,Hababam Sinifi Yaz Oyunlari,2021.0,108.0,the chaos class summer games,3.2,734,01/01/24 21:30,09/01/24
425,tt10629634,movie,Summer Blur,Hannan xia ri,2020.0,88.0,summer blur,6.6,33,01/01/24 21:30,09/01/24
426,tt10720816,tvMovie,All Summer Long,All Summer Long,2019.0,84.0,all summer long,6.4,1134,01/01/24 21:30,09/01/24
427,tt10785310,movie,Three Summers,Três Verões,2019.0,94.0,three summers,6.4,610,01/01/24 21:30,09/01/24
428,tt10886246,movie,French Touch: Girls of Summer,French Touch: Girls of Summer,2019.0,102.0,french touch girls of summer,5.8,44,01/01/24 21:30,09/01/24
429,tt10905720,movie,The Last Page of Summer,The Last Page of Summer,2020.0,,the last page of summer,7.9,19,01/01/24 21:30,09/01/24
430,tt1091844,movie,Summer Vacation,Se mah tatili,1977.0,70.0,summer vacation,7.8,46,01/01/24 21:30,09/01/24
431,tt10933120,video,Hyperdimension Neptunia the Animation: Neptune's Summer Vacation,Choujigen Game Neptune The Animation: Nep no Natsuyasumi,2019.0,26.0,hyperdimension neptunia the animation neptunes summer vacation,7.1,17,01/01/24 21:30,09/01/24
432,tt1095036,movie,The Third Summer,The Third Summer,2007.0,55.0,the third summer,6.1,11,01/01/24 21:30,09/01/24
433,tt10959454,movie,Bloody Summer Camp,Bloody Summer Camp,2021.0,125.0,bloody summer camp,3.9,735,01/01/24 21:30,09/01/24
434,tt10998174,tvMovie,Just for the Summer,Just for the Summer,2020.0,91.0,just for the summer,6.1,1136,01/01/24 21:30,09/01/24
435,tt11188104,movie,Farewell Summer,Vinh Biêt Mùa Hè,1992.0,99.0,farewell summer,7.9,13,01/01/24 21:30,09/01/24
436,tt11273452,movie,One Summer Story,Kodomo wa wakatte agenai,2020.0,138.0,one summer story,6.9,120,01/01/24 21:30,09/01/24
437,tt11275350,movie,A Beautiful Summer,Le bel été,2019.0,80.0,a beautiful summer,5.2,24,01/01/24 21:30,09/01/24
438,tt11282142,movie,Summerwar,Sommerkrieg,2019.0,80.0,summerwar,7.6,37,01/01/24 21:30,09/01/24
439,tt1130773,movie,Summer's Tail,Xia tian de wei ba,2007.0,98.0,summers tail,6.5,194,01/01/24 21:30,09/01/24
440,tt1132578,movie,Summer Holiday,Boogie,2008.0,103.0,summer holiday,7.0,2229,01/01/24 21:30,09/01/24
441,tt1135054,tvMovie,A Real Summer,A Real Summer,2007.0,45.0,a real summer,7.3,171,01/01/24 21:30,09/01/24
442,tt11394288,movie,Summer White,Blanco de verano,2020.0,85.0,summer white,6.6,243,01/01/24 21:30,09/01/24
443,tt11394340,movie,Summertime,Summertime,2020.0,95.0,summertime,6.4,543,01/01/24 21:30,09/01/24
444,tt11422728,movie,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)","Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021.0,118.0,summer of soul or when the revolution could not be televised,8.0,14058,01/01/24 21:30,09/01/24
445,tt1169847,movie,Summer,Sommer,2007.0,82.0,summer,5.7,13,01/01/24 21:30,09/01/24
446,tt1179773,movie,Summer Days with Coo,Kappa no Kû to natsuyasumi,2007.0,138.0,summer days with coo,7.4,2181,01/01/24 21:30,09/01/24
447,tt1179793,movie,Summer Book,Tatil Kitabi,2008.0,92.0,summer book,6.3,1126,01/01/24 21:30,09/01/24
448,tt1182617,video,One Summer in Austin: The Story of Filming 'A Scanner Darkly',One Summer in Austin: The Story of Filming 'A Scanner Darkly',2006.0,26.0,one summer in austin the story of filming a scanner darkly,6.9,103,01/01/24 21:30,09/01/24
449,tt1186025,movie,SOS: Summer of Suspense,S.O.S Svartskjær,2008.0,87.0,sos summer of suspense,5.7,215,01/01/24 21:30,09/01/24
450,tt11918302,video,Please Tell Me! Galko-chan OAD: Is Summer Vacation Real?,Oshiete! Galko-chan OAD: Natsuyasumitte Hontou Desu ka?,2017.0,28.0,please tell me galkochan oad is summer vacation real,6.3,10,01/01/24 21:30,09/01/24
451,tt1194618,movie,Moomin and Midsummer Madness,Muumi ja vaarallinen juhannus,2008.0,88.0,moomin and midsummer madness,5.5,239,01/01/24 21:30,09/01/24
452,tt11958732,movie,Hilda's Short Summer,Las vacaciones de Hilda,2021.0,88.0,hildas short summer,6.3,18,01/01/24 21:30,09/01/24
453,tt1196601,movie,Caesar and Otto's Summer Camp Massacre,Caesar and Otto's Summer Camp Massacre,2009.0,76.0,caesar and ottos summer camp massacre,3.5,271,01/01/24 21:30,09/01/24
454,tt1196701,movie,A Summer in the Cage,A Summer in the Cage,2007.0,82.0,a summer in the cage,7.2,88,01/01/24 21:30,09/01/24
455,tt1198144,movie,Summer,Summer,2008.0,83.0,summer,6.7,1081,01/01/24 21:30,09/01/24
456,tt1202539,movie,A No-Hit No-Run Summer,Un été sans point ni coup sûr,2008.0,104.0,a nohit norun summer,6.8,509,01/01/24 21:30,09/01/24
457,tt1209359,movie,Summer,Sommer,2008.0,99.0,summer,4.9,462,01/01/24 21:30,09/01/24
458,tt12181184,movie,Summer Rebels,Summer Rebels,2020.0,93.0,summer rebels,6.1,102,01/01/24 21:30,09/01/24
459,tt1230460,movie,Imagine a School... Summerhill,Imagine a School... Summerhill,2008.0,67.0,imagine a school summerhill,7.9,14,01/01/24 21:30,09/01/24
460,tt1230564,tvMovie,Premiere: Inside the Summer Blockbusters,Premiere: Inside the Summer Blockbusters,1989.0,60.0,premiere inside the summer blockbusters,6.6,16,01/01/24 21:30,09/01/24
461,tt12344312,movie,Summer with the Guys,Summer with the Guys,2023.0,,summer with the guys,4.5,182,01/01/24 21:30,09/01/24
462,tt1235446,movie,Summer Breeze,Summer Breeze,2008.0,,summer breeze,6.9,24,01/01/24 21:30,09/01/24
463,tt1235833,movie,Bombay Summer,Bombay Summer,2009.0,102.0,bombay summer,5.7,117,01/01/24 21:30,09/01/24
464,tt1242544,movie,Last Day of Summer,Last Day of Summer,2009.0,85.0,last day of summer,5.1,952,01/01/24 21:30,09/01/24
465,tt1245539,movie,Summertime Blues,Summertime Blues,2009.0,116.0,summertime blues,6.2,204,01/01/24 21:30,09/01/24
466,tt1248987,movie,Then Summer Came,Tamio no shiawase,2008.0,118.0,then summer came,6.1,70,01/01/24 21:30,09/01/24
467,tt12491724,movie,Summer to Winter,Summer to Winter,2014.0,91.0,summer to winter,5.1,12,01/01/24 21:30,09/01/24
468,tt12517576,movie,A Midsummer Night's Dream,A Midsummer Night's Dream,2016.0,171.0,a midsummer nights dream,6.6,59,01/01/24 21:30,09/01/24
469,tt12553244,movie,Sisters: The Summer We Found Our Superpowers,Tottori! Sommeren vi var alene,2020.0,78.0,sisters the summer we found our superpowers,6.9,176,01/01/24 21:30,09/01/24
470,tt12567476,movie,Sune - Mission: Midsummer,Sune - Uppdrag: Midsommar,2021.0,86.0,sune  mission midsummer,5.0,320,01/01/24 21:30,09/01/24
471,tt1260689,movie,Summer 2007,Summer 2007,2008.0,166.0,summer 2007,6.4,265,01/01/24 21:30,09/01/24
472,tt1262418,tvMovie,Summerhill at 70,Summerhill at 70,1992.0,52.0,summerhill at 70,6.9,20,01/01/24 21:30,09/01/24
473,tt1268804,movie,Lebanon Summer 2006,Lebanon Summer 2006,2007.0,52.0,lebanon summer 2006,8.3,12,01/01/24 21:30,09/01/24
474,tt12699576,movie,Final Summer,Final Summer,2023.0,82.0,final summer,3.4,488,01/01/24 21:30,09/01/24
475,tt1276988,movie,Summer Eleven,Summer Eleven,2010.0,93.0,summer eleven,6.3,403,01/01/24 21:30,09/01/24
476,tt1277733,tvMovie,Secrets of the Summer House,Summer House,2008.0,90.0,secrets of the summer house,4.9,413,01/01/24 21:30,09/01/24
477,tt12826450,movie,A Corsican Summer,I comete,2021.0,124.0,a corsican summer,5.5,255,01/01/24 21:30,09/01/24
478,tt1285010,movie,Summer's Moon,Summer's Blood,2009.0,91.0,summers moon,4.4,3384,01/01/24 21:30,09/01/24
479,tt12900148,movie,The Longest Summer in America,The Longest Summer in America,2018.0,62.0,the longest summer in america,5.8,10,01/01/24 21:30,09/01/24
480,tt12915652,video,The Best of SummerSlam,The Best of WWE: Best of SummerSlam,2020.0,232.0,the best of summerslam,4.3,11,01/01/24 21:30,09/01/24
481,tt12931780,movie,A Life of Endless Summers: The Bruce Brown Story,A Life of Endless Summers: The Bruce Brown Story,2020.0,88.0,a life of endless summers the bruce brown story,6.4,42,01/01/24 21:30,09/01/24
482,tt1293829,movie,A Midsummer Comedy,Äntligen midsommar!,2009.0,86.0,a midsummer comedy,4.3,527,01/01/24 21:30,09/01/24
483,tt1296876,video,Nickelodeon: 'the Last Day of Summer' - Behind the Scenes,Nickelodeon: 'The Last Day of Summer' - Behind the Scenes,2007.0,10.0,nickelodeon the last day of summer  behind the scenes,7.6,13,01/01/24 21:30,09/01/24
484,tt1304582,movie,Summerchild,Kesän lapsi,2007.0,60.0,summerchild,8.1,12,01/01/24 21:30,09/01/24
485,tt1305869,movie,A Midsummer of Love,Sommaren med Göran: En midsommarnattskomedi,2009.0,97.0,a midsummer of love,5.4,3417,01/01/24 21:30,09/01/24
486,tt13067004,movie,Last Summer,Geçen Yaz,2021.0,101.0,last summer,6.3,3519,01/01/24 21:30,09/01/24
487,tt1307066,movie,Once Upon a Summer,Once Upon a Summer,2009.0,98.0,once upon a summer,6.3,93,01/01/24 21:30,09/01/24
488,tt13142638,movie,The Queer Shakespeare Project: A Midsummer Night's Dream,The Queer Shakespeare Project: A Midsummer Night's Dream,2020.0,188.0,the queer shakespeare project a midsummer nights dream,7.0,13,01/01/24 21:30,09/01/24
489,tt1316079,movie,Summer People,Summer People,2008.0,67.0,summer people,6.2,10,01/01/24 21:30,09/01/24
490,tt13259672,movie,Atomic Summer,L'été nucléaire,2020.0,83.0,atomic summer,4.8,121,01/01/24 21:30,09/01/24
491,tt1326825,movie,My Sixteenth Summer,My Sixteenth Summer,2009.0,72.0,my sixteenth summer,8.1,10,01/01/24 21:30,09/01/24
492,tt1326956,movie,Our Summer in Tehran,Our Summer in Tehran,2009.0,,our summer in tehran,8.1,36,01/01/24 21:30,09/01/24
493,tt13282898,movie,An Unusual Summer,An Unusual Summer,2020.0,80.0,an unusual summer,6.8,20,01/01/24 21:30,09/01/24
494,tt13293222,movie,Summer Dark,Summer Dark,2010.0,90.0,summer dark,3.8,13,01/01/24 21:30,09/01/24
495,tt1329355,movie,Girls of Summer,Girls of Summer,2008.0,87.0,girls of summer,4.5,78,01/01/24 21:30,09/01/24
496,tt1332528,video,Home and Away: The Official Summer Bay Special,Home and Away: The Official Summer Bay Special,1996.0,80.0,home and away the official summer bay special,7.2,52,01/01/24 21:30,09/01/24
497,tt1334587,movie,The Catfish Summer,Poslední plavky,2007.0,100.0,the catfish summer,4.0,110,01/01/24 21:30,09/01/24
498,tt13362120,tvMovie,Sharkadelic Summer,Sharkadelic Summer,2020.0,,sharkadelic summer,5.6,15,01/01/24 21:30,09/01/24
499,tt1339559,movie,My Summer with Amanda,Mi verano con Amanda,2008.0,92.0,my summer with amanda,5.4,133,01/01/24 21:30,09/01/24
500,tt13430466,movie,One Summer Night,Eoneu yeoreumnal bame,2016.0,98.0,one summer night,5.3,156,01/01/24 21:30,09/01/24
501,tt1344616,tvMovie,Summer Hit,Hit poletja,2008.0,91.0,summer hit,6.4,65,01/01/24 21:30,09/01/24
502,tt1356920,movie,A Midsummer Night's Dream,Manatsu no yo no yume,2009.0,105.0,a midsummer nights dream,5.6,24,01/01/24 21:30,09/01/24
503,tt13582754,movie,The Longest Summer,The Longest Summer,2019.0,94.0,the longest summer,6.0,10,01/01/24 21:30,09/01/24
504,tt13622782,tvMovie,Long Hot Summers: The Story of the Style Council,Long Hot Summers: The Story of the Style Council,2020.0,75.0,long hot summers the story of the style council,7.2,151,01/01/24 21:30,09/01/24
505,tt13642540,movie,Till the Summer Comes,V lete ti poviem,2022.0,111.0,till the summer comes,3.9,97,01/01/24 21:30,09/01/24
506,tt1364480,video,Dead Summer,Dead Summer,2005.0,71.0,dead summer,2.3,20,01/01/24 21:30,09/01/24
507,tt1365482,movie,Martino's Summer,L'estate di Martino,2010.0,90.0,martinos summer,6.2,168,01/01/24 21:30,09/01/24
508,tt1370426,movie,Costa Rican Summer,Costa Rican Summer,2010.0,89.0,costa rican summer,2.7,806,01/01/24 21:30,09/01/24
509,tt13735338,video,Rifftrax: Santa's Summer House,Rifftrax: Santa's Summer House,2018.0,,rifftrax santas summer house,6.1,29,01/01/24 21:30,09/01/24
510,tt13745532,video,Saint Laurent: Summer of '21,Saint Laurent: Summer of '21,2020.0,8.0,saint laurent summer of 21,6.5,335,01/01/24 21:30,09/01/24
511,tt13757540,movie,The Door Into Summer,Natsu e no tobira - Kimi no iru mirai e - : The Door Into Summer,2021.0,118.0,the door into summer,6.4,1223,01/01/24 21:30,09/01/24
512,tt1381271,tvMovie,That Given Summer,Cet été-là,2009.0,84.0,that given summer,6.2,30,01/01/24 21:30,09/01/24
513,tt1386503,movie,Seeds of Summer,Zirei Kayitz,2007.0,63.0,seeds of summer,7.6,19,01/01/24 21:30,09/01/24
514,tt13884328,movie,Summer,Leto,2021.0,109.0,summer,7.2,25,01/01/24 21:30,09/01/24
515,tt14016562,tvMovie,Last Summer of Nathan Lee,Last Summer of Nathan Lee,2023.0,92.0,last summer of nathan lee,7.2,26,01/01/24 21:30,09/01/24
516,tt1404653,movie,The Last Summer of La Boyita,El último verano de la Boyita,2009.0,93.0,the last summer of la boyita,7.1,988,01/01/24 21:30,09/01/24
517,tt14071634,movie,Red Horse in the Summer Sky,Red Horse in the Summer Sky,2022.0,98.0,red horse in the summer sky,5.4,31,01/01/24 21:30,09/01/24
518,tt1408355,movie,Boys of Summer,Boys of Summer,2010.0,95.0,boys of summer,7.6,46,01/01/24 21:30,09/01/24
519,tt1418860,movie,Crime Scene: The Bobby Ray Summers Story,Crime Scene: The Bobby Ray Summers Story,2008.0,76.0,crime scene the bobby ray summers story,8.0,17,01/01/24 21:30,09/01/24
520,tt1422201,tvMovie,One Hot Summer,One Hot Summer,2009.0,89.0,one hot summer,4.1,266,01/01/24 21:30,09/01/24
521,tt14442616,movie,Cruel Summer,Cruel Summer,2021.0,80.0,cruel summer,3.3,121,01/01/24 21:30,09/01/24
522,tt14456750,movie,Phantom Summer,Verão Fantasma,2022.0,106.0,phantom summer,6.0,54,01/01/24 21:30,09/01/24
523,tt1448625,movie,The Old Summer Palace,Yuan Ming Yuan,2006.0,93.0,the old summer palace,7.6,80,01/01/24 21:30,09/01/24
524,tt14550346,movie,Last Summer,L'été dernier,2023.0,104.0,last summer,6.3,2231,01/01/24 21:30,09/01/24
525,tt14619078,movie,My Soul Summer,My Soul Summer,2022.0,115.0,my soul summer,6.5,55,01/01/24 21:30,09/01/24
526,tt14625190,movie,It's a Summer Film!,Summer film ni notte,2020.0,97.0,its a summer film,6.8,1234,01/01/24 21:30,09/01/24
527,tt14673732,movie,Rise Again: Tulsa and the Red Summer,Rise Again: Tulsa and the Red Summer,2021.0,90.0,rise again tulsa and the red summer,7.0,93,01/01/24 21:30,09/01/24
528,tt1474276,movie,Summer Wars,Samâ wôzu,2009.0,114.0,summer wars,7.4,31999,01/01/24 21:30,09/01/24
529,tt14853762,movie,Summer Nights,Summer Nights,2021.0,53.0,summer nights,8.5,62,01/01/24 21:30,09/01/24
530,tt1486196,movie,Summer Coda,Summer Coda,2010.0,108.0,summer coda,6.3,563,01/01/24 21:30,09/01/24
531,tt15078122,movie,Our Eternal Summer,L'été l'éternité,2021.0,75.0,our eternal summer,5.4,357,01/01/24 21:30,09/01/24
532,tt15090592,movie,Andrew Orozco 3: Summer's Here,Andrew Orozco 3: Summer's Here,2020.0,147.0,andrew orozco 3 summers here,4.2,15,01/01/24 21:30,09/01/24
533,tt15114686,tvMovie,Reckless Summer,Clèves,2021.0,109.0,reckless summer,6.3,410,01/01/24 21:30,09/01/24
534,tt15130246,movie,Summer of the Wolf,Summer of the Wolf,2023.0,,summer of the wolf,8.0,45,01/01/24 21:30,09/01/24
535,tt1519640,movie,Hot Summer Days,Chuen sing yit luen - yit lat lat,2010.0,93.0,hot summer days,6.1,940,01/01/24 21:30,09/01/24
536,tt15202038,tvMovie,Sweet Pecan Summer,Sweet Pecan Summer,2021.0,84.0,sweet pecan summer,6.3,943,01/01/24 21:30,09/01/24
537,tt15208276,movie,Summering,Summering,2022.0,85.0,summering,4.4,471,01/01/24 21:30,09/01/24
538,tt15208950,tvMovie,One Summer,One Summer,2021.0,84.0,one summer,7.1,1225,01/01/24 21:30,09/01/24
539,tt15253150,movie,Notes on a Summer,Notas sobre un verano,2023.0,83.0,notes on a summer,5.6,129,01/01/24 21:30,09/01/24
540,tt1527656,movie,Long Hot Summer,Long Hot Summer,2006.0,68.0,long hot summer,7.5,17,01/01/24 21:30,09/01/24
541,tt1537424,movie,Bummer Summer,Bummer Summer,2010.0,78.0,bummer summer,7.1,64,01/01/24 21:30,09/01/24
542,tt1538947,movie,Pinuccio Lovero - A Midsummer Death's Dream,Pinuccio Lovero - Sogno di una morte di mezza estate,2008.0,60.0,pinuccio lovero  a midsummer deaths dream,6.4,41,01/01/24 21:30,09/01/24
543,tt1545098,movie,Kenny Chesney: Summer in,Kenny Chesney: Summer in 3D,2010.0,99.0,kenny chesney summer in,8.0,69,01/01/24 21:30,09/01/24
544,tt1547230,movie,Judy Moody and the Not Bummer Summer,Judy Moody and the Not Bummer Summer,2011.0,91.0,judy moody and the not bummer summer,4.3,3467,01/01/24 21:30,09/01/24
545,tt1548551,movie,The Twelfth Summer,Dvenadtsatoe leto,2008.0,80.0,the twelfth summer,5.9,25,01/01/24 21:30,09/01/24
546,tt15535192,movie,A French Summer,Zomer in Frankrijk,2023.0,,a french summer,5.3,155,01/01/24 21:30,09/01/24
547,tt15568240,movie,A Summer in Boujad,Un été à Boujad,2022.0,80.0,a summer in boujad,7.5,28,01/01/24 21:30,09/01/24
548,tt1566405,movie,Summer Pasture,Summer Pasture,2010.0,85.0,summer pasture,7.8,86,01/01/24 21:30,09/01/24
549,tt1572162,video,Not a Love Story: Making (500) Days of Summer,Not a Love Story: Making (500) Days of Summer,2009.0,30.0,not a love story making 500 days of summer,7.7,53,01/01/24 21:30,09/01/24
550,tt15783304,movie,This One Summer,Cet été-là,2022.0,99.0,this one summer,5.5,224,01/01/24 21:30,09/01/24
551,tt1579944,movie,Summer Window,Fenster zum Sommer,2011.0,96.0,summer window,6.4,663,01/01/24 21:30,09/01/24
552,tt1585660,movie,Summertime,Summertime,2011.0,90.0,summertime,6.6,41,01/01/24 21:30,09/01/24
553,tt1588875,movie,How I Ended This Summer,Kak ya provyol etim letom,2010.0,130.0,how i ended this summer,6.9,7026,01/01/24 21:30,09/01/24
554,tt16027742,video,Summer Nude '13: Making Movie,Summer Nude '13: Making Movie,2013.0,,summer nude 13 making movie,9.8,61,01/01/24 21:30,09/01/24
555,tt1606369,movie,Summer Whispers,Yeoreum soksakip,2008.0,96.0,summer whispers,7.6,82,01/01/24 21:30,09/01/24
556,tt1610395,movie,Damn Summer,Verano maldito,2011.0,73.0,damn summer,6.3,27,01/01/24 21:30,09/01/24
557,tt1626240,movie,Summertime Christmas,Summertime Christmas,2010.0,110.0,summertime christmas,3.0,121,01/01/24 21:30,09/01/24
558,tt1630248,movie,A Summer Family,Natsu no kazoku,2010.0,78.0,a summer family,5.4,16,01/01/24 21:30,09/01/24
559,tt1630606,movie,The Door Into Summer,Natsu e no tobira,1981.0,59.0,the door into summer,5.7,109,01/01/24 21:30,09/01/24
560,tt16311394,movie,Summer to Come,Summer to Come,2022.0,74.0,summer to come,5.1,158,01/01/24 21:30,09/01/24
561,tt16442822,movie,"Love to Love You, Donna Summer","Love to Love You, Donna Summer",2023.0,107.0,love to love you donna summer,6.5,1235,01/01/24 21:30,09/01/24
562,tt1666012,movie,Karafuto 1945 Summer Hyosetsu no mon,Karafuto 1945 Summer Hyosetsu no mon,1974.0,119.0,karafuto 1945 summer hyosetsu no mon,7.1,23,01/01/24 21:30,09/01/24
563,tt16769394,movie,Summer Time: Travel Back,Artek. Bolshoe puteshestvie,2022.0,105.0,summer time travel back,4.2,273,01/01/24 21:30,09/01/24
564,tt1684561,movie,Summer Song,Summer Song,2011.0,,summer song,8.2,95,01/01/24 21:30,09/01/24
565,tt1686125,movie,Verity's Summer,Verity's Summer,2013.0,102.0,veritys summer,5.6,54,01/01/24 21:30,09/01/24
566,tt16944826,movie,That Kind of Summer,Un été comme ça,2022.0,137.0,that kind of summer,6.1,733,01/01/24 21:30,09/01/24
567,tt16986596,movie,Sons of Summer,Sons of Summer,2023.0,88.0,sons of summer,4.4,2485,01/01/24 21:30,09/01/24
568,tt1699753,tvMovie,Summer Camp,Summer Camp,2010.0,30.0,summer camp,6.6,65,01/01/24 21:30,09/01/24
569,tt17037988,movie,Last Flamingo of the Red Summer Sunset,Last Flamingo of the Red Summer Sunset,2024.0,80.0,last flamingo of the red summer sunset,8.7,10,01/01/24 21:30,09/01/24
570,tt1710581,tvMovie,Summer Camp,"Merci papa, merci maman",2010.0,86.0,summer camp,5.8,37,01/01/24 21:30,09/01/24
571,tt1714758,movie,Summer of Goliath,Verano de Goliat,2010.0,78.0,summer of goliath,5.8,133,01/01/24 21:30,09/01/24
572,tt1718147,movie,Wonderful Summer,Cudowne lato,2010.0,92.0,wonderful summer,5.8,149,01/01/24 21:30,09/01/24
573,tt1730140,movie,Summerland,Sumarlandið,2010.0,85.0,summerland,6.0,126,01/01/24 21:30,09/01/24
574,tt17336922,movie,Summer,Ye xia tian,2022.0,114.0,summer,4.2,24,01/01/24 21:30,09/01/24
