,tconst,title_type,primary_title,original_title,year,runtime_minutes,simple_title,average_rating,num_votes,timestamp,release_date
762,tt4288750,movie,The Last Summer of the Rich,Der letzte Sommer der Reichen,2014.0,92.0,the last summer of the rich,5.9,42,01/01/24 22:30,10/01/24
763,tt4308718,movie,Summertime,Summertime,2006.0,105.0,summertime,8.2,13,01/01/24 22:30,10/01/24
764,tt4354146,movie,Summerhouse Slaughter,Summerhouse Slaughter,2023.0,70.0,summerhouse slaughter,2.9,132,01/01/24 22:30,10/01/24
765,tt4357012,movie,16 Years till Summer,16 Years till Summer,2015.0,87.0,16 years till summer,6.6,19,01/01/24 22:30,10/01/24
766,tt4400040,tvMovie,A Summer in Barcelona,Ein Sommer in Barcelona,2015.0,88.0,a summer in barcelona,5.5,33,01/01/24 22:30,10/01/24
767,tt4464176,tvMovie,"The Summer of Rave, 1989","The Summer of Rave, 1989",2006.0,60.0,the summer of rave 1989,6.5,41,01/01/24 22:30,10/01/24
768,tt4469200,movie,The Dog Who Saved Summer,The Dog Who Saved Summer,2015.0,89.0,the dog who saved summer,4.6,252,01/01/24 22:30,10/01/24
769,tt4469246,tvMovie,Summer Vacation,Otpusk letom,2015.0,90.0,summer vacation,5.8,26,01/01/24 22:30,10/01/24
770,tt4590870,tvMovie,The Summer of the Cans,The Summer of the Cans,2014.0,59.0,the summer of the cans,8.1,20,01/01/24 22:30,10/01/24
771,tt4648826,movie,Summer Forever,Summer Forever,2015.0,95.0,summer forever,5.6,220,01/01/24 22:30,10/01/24
772,tt4650414,movie,Summertime,L'estate addosso,2016.0,103.0,summertime,6.2,1773,01/01/24 22:30,11/01/24
773,tt4672158,video,It's Summer! It's Swimsuits! It's Training Camp!,It's Summer! It's Swimsuits! It's Training Camp!,2012.0,24.0,its summer its swimsuits its training camp,8.3,34,01/01/24 22:30,11/01/24
774,tt4711486,movie,Summer on the Frontline,Soman kokkyô 15 sai no natsu,2015.0,94.0,summer on the frontline,4.0,10,01/01/24 22:30,11/01/24
775,tt4743250,tvMovie,Secret Summer,Secret Summer,2016.0,84.0,secret summer,6.2,1004,01/01/24 22:30,11/01/24
776,tt4807910,movie,Summer Breakers,Natsuyasumi no kyoshô,2015.0,,summer breakers,6.8,13,01/01/24 22:30,11/01/24
777,tt4833838,movie,Summer Issues,Summer Issues,2020.0,95.0,summer issues,6.5,59,01/01/24 22:30,11/01/24
778,tt4872210,movie,High Speed! Free! Starting Summer,Hai supîdo!: Free! Starting Days,2015.0,110.0,high speed free starting summer,7.1,632,01/01/24 22:30,11/01/24
779,tt4873170,movie,Summer's Over,Vara s-a sfârsit,2016.0,105.0,summers over,6.9,291,01/01/24 22:30,11/01/24
780,tt4940526,movie,Summer Daydream,Technicolour Daydream,2018.0,90.0,summer daydream,6.5,66,01/01/24 22:30,11/01/24
781,tt4949272,movie,The Summer of Frozen Fountains,The Summer of Frozen Fountains,2015.0,103.0,the summer of frozen fountains,7.0,82,01/01/24 22:30,11/01/24
782,tt4981724,tvMovie,Hontô ni atta Kowai Hanashi Summer Special 2015,Hontô ni atta Kowai Hanashi Summer Special 2015,2015.0,130.0,hontô ni atta kowai hanashi summer special 2015,6.5,15,01/01/24 22:30,11/01/24
783,tt4985108,movie,"A Summer Day, Your Voice","Natsu no hi, kimi no koe",2015.0,94.0,a summer day your voice,6.9,23,01/01/24 22:30,11/01/24
784,tt4997624,tvMovie,Summer Love,Summer Love,2016.0,83.0,summer love,6.4,2255,01/01/24 22:30,11/01/24
785,tt5039930,movie,The Summer Project,The Summer Project,2015.0,105.0,the summer project,7.5,13,01/01/24 22:30,11/01/24
786,tt5051278,tvMovie,A Midsummer Night's Dream,A Midsummer Night's Dream,2016.0,90.0,a midsummer nights dream,6.4,843,01/01/24 22:30,11/01/24
787,tt5062646,tvMovie,The Midsummer Wreath,Svatojánský venecek,2015.0,96.0,the midsummer wreath,5.4,116,01/01/24 22:30,11/01/24
788,tt5078158,movie,The Summer of All My Parents,Juillet août,2016.0,96.0,the summer of all my parents,5.4,263,01/01/24 22:30,11/01/24
789,tt5174962,movie,Cyberteam in Akihabara: 2011 Summer Vacations,Cyber Team in Akihabara: The Movie,1999.0,60.0,cyberteam in akihabara 2011 summer vacations,5.0,22,01/01/24 22:30,11/01/24
790,tt5192448,movie,Every Other Summer,Every Other Summer,2015.0,82.0,every other summer,5.8,13,01/01/24 22:30,11/01/24
791,tt5213932,movie,The Summer Help,The Summer Help,2016.0,68.0,the summer help,8.9,10,01/01/24 22:30,11/01/24
792,tt5220122,movie,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,2018.0,97.0,hotel transylvania 3 summer vacation,6.3,86904,01/01/24 22:30,11/01/24
793,tt5222624,video,Five Seconds of Summer: How Did We End Up Here? Live at Wembley Arena,Five Seconds of Summer: How Did We End Up Here? Live at Wembley Arena,2015.0,95.0,five seconds of summer how did we end up here live at wembley arena,9.0,104,01/01/24 22:30,11/01/24
794,tt5233554,movie,Before the Summer Crowds,Qabl Zahmat el-Saif,2015.0,90.0,before the summer crowds,5.3,638,01/01/24 22:30,11/01/24
795,tt5333848,video,Girls Gone Wild: Summer Sexfest,Girls Gone Wild: Summer Sexfest,2014.0,,girls gone wild summer sexfest,6.8,16,01/01/24 22:30,11/01/24
796,tt5461628,movie,Bangkok Summer,Bangkok Summer,2011.0,150.0,bangkok summer,3.5,27,01/01/24 22:30,11/01/24
797,tt5543584,movie,Summer Guard,Kesävartija,2016.0,55.0,summer guard,6.5,20,01/01/24 22:30,11/01/24
798,tt5598212,movie,Midsummer in Newtown,Midsummer in Newtown,2016.0,81.0,midsummer in newtown,6.8,44,01/01/24 22:30,11/01/24
799,tt5599332,movie,Red Summer,Verano rojo,2017.0,89.0,red summer,3.6,398,01/01/24 22:30,11/01/24
800,tt5605934,movie,Here Comes the Summer: The Undertones Story,Here Comes the Summer: The Undertones Story,2012.0,59.0,here comes the summer the undertones story,6.2,12,01/01/24 22:30,11/01/24
801,tt5644394,movie,End of Summer,End of Summer,2017.0,85.0,end of summer,6.4,96,01/01/24 22:30,11/01/24
802,tt5659816,movie,A Midsummer Night's Dream,A Midsummer Night's Dream,2017.0,105.0,a midsummer nights dream,5.5,263,01/01/24 22:30,11/01/24
803,tt5670068,movie,Mr. Zhu's Summer,Mr. Zhu's Summer,2017.0,91.0,mr zhus summer,5.9,37,01/01/24 22:30,11/01/24
804,tt5702328,movie,Hardball: The Girls of Summer,Hardball: The Girls of Summer,2019.0,75.0,hardball the girls of summer,7.0,47,01/01/24 22:30,11/01/24
805,tt5734214,tvMovie,Summer in the City,Summer in the City,2016.0,83.0,summer in the city,6.3,1565,01/01/24 22:30,11/01/24
806,tt5740308,movie,One Summer Night,One Summer Night,2019.0,147.0,one summer night,6.1,43,01/01/24 22:30,11/01/24
807,tt5744236,tvMovie,A Midsummer Night's Dream,A Midsummer Night's Dream,2016.0,45.0,a midsummer nights dream,8.2,15,01/01/24 22:30,11/01/24
808,tt5755040,movie,A Midsummer Night's Dream,A Midsummer Night's Dream,2017.0,106.0,a midsummer nights dream,6.7,16,01/01/24 22:30,11/01/24
809,tt5772798,tvMovie,Euro 96: The Summer Football Came Home,Euro 96: The Summer Football Came Home,2016.0,,euro 96 the summer football came home,7.9,25,01/01/24 22:30,11/01/24
810,tt5774450,movie,Summer of 84,Summer of 84,2018.0,105.0,summer of 84,6.7,46770,01/01/24 22:30,11/01/24
811,tt5817498,tvMovie,Grandmother's Summer,Tabestane Aziz,2009.0,108.0,grandmothers summer,3.8,18,01/01/24 22:30,11/01/24
812,tt5828874,tvMovie,My Summer Prince,My Summer Prince,2016.0,87.0,my summer prince,6.1,2482,01/01/24 22:30,11/01/24
813,tt5834762,tvMovie,A Summer in Southern France,Ein Sommer in Südfrankreich,2016.0,90.0,a summer in southern france,5.7,76,01/01/24 22:30,11/01/24
814,tt5885620,movie,Summer with Mica,Summer with Mica,2016.0,91.0,summer with mica,6.2,17,01/01/24 22:30,11/01/24
815,tt5896568,movie,Age of Summer,Age of Summer,2018.0,88.0,age of summer,5.6,917,01/01/24 22:30,11/01/24
816,tt5897636,movie,Summer 1993,Estiu 1993,2017.0,97.0,summer 1993,7.1,8548,01/01/24 22:30,11/01/24
817,tt5900988,movie,Summer in the Forest,Summer in the Forest,2017.0,108.0,summer in the forest,7.8,42,01/01/24 22:30,11/01/24
818,tt5922484,tvMovie,Summer Villa,Summer Villa,2016.0,85.0,summer villa,6.7,2791,01/01/24 22:30,11/01/24
819,tt5984586,tvMovie,Honto ni Atta Kowai Hanashi Summer Special 2016,Honto ni Atta Kowai Hanashi Summer Special 2016,2016.0,120.0,honto ni atta kowai hanashi summer special 2016,7.0,19,01/01/24 22:30,11/01/24
820,tt6006234,tvMovie,Summer of '44,Die Freibadclique,2017.0,104.0,summer of 44,5.7,334,01/01/24 22:30,11/01/24
821,tt6008686,tvMovie,Summer of Dreams,Summer of Dreams,2016.0,84.0,summer of dreams,6.1,910,01/01/24 22:30,11/01/24
822,tt6044548,movie,Summer Children,Sumarbörn,2017.0,85.0,summer children,6.2,69,01/01/24 22:30,11/01/24
823,tt6046754,movie,Three Summers,Three Summers,2017.0,95.0,three summers,6.2,880,01/01/24 22:30,11/01/24
824,tt6060234,tvMovie,A Midsummer's Hawaiian Dream,A Midsummer's Hawaiian Dream,2016.0,84.0,a midsummers hawaiian dream,4.6,209,01/01/24 22:30,11/01/24
825,tt6075750,movie,Summer's Desire,Pao mo zhi xia,2016.0,98.0,summers desire,3.8,20,01/01/24 22:30,11/01/24
826,tt6097278,movie,Damned Summer,Verão Danado,2017.0,127.0,damned summer,5.2,330,01/01/24 22:30,11/01/24
827,tt6118258,movie,The Summer Is Gone,Ba yue,2016.0,106.0,the summer is gone,6.8,397,01/01/24 22:30,11/01/24
828,tt6133146,movie,Memories of Summer,Wspomnienie lata,2016.0,90.0,memories of summer,6.4,195,01/01/24 22:30,11/01/24
829,tt6150184,movie,Summer Snow,Mianhae saranghae gomaweo,2015.0,115.0,summer snow,6.5,60,01/01/24 22:30,11/01/24
830,tt6213850,movie,Searing Summer,Tabestan-e Dagh,2017.0,80.0,searing summer,5.6,614,01/01/24 22:30,11/01/24
831,tt6215166,tvMovie,A Midsummer's Nightmare,A Midsummer's Nightmare,2017.0,,a midsummers nightmare,6.8,54,01/01/24 22:30,11/01/24
832,tt6292622,movie,Summer Lights,Lumières d'été,2016.0,82.0,summer lights,6.6,107,01/01/24 22:30,11/01/24
833,tt6419470,movie,Three Summer Nights,Seuri seommeo nait,2015.0,108.0,three summer nights,5.9,42,01/01/24 22:30,11/01/24
834,tt6435566,tvMovie,Playboy Mid Summer Night's Dream Party 1985,Playboy Midsummer Night's Dream Party 1985,1985.0,,playboy mid summer nights dream party 1985,7.0,20,01/01/24 22:30,11/01/24
835,tt6464512,tvMovie,A summer in Cyprus,Ein Sommer auf Zypern,2017.0,90.0,a summer in cyprus,5.3,85,01/01/24 22:30,11/01/24
836,tt6536668,movie,Summer of '67,Summer of '67,2018.0,83.0,summer of 67,4.9,199,01/01/24 22:30,11/01/24
837,tt6666116,movie,Summertime Dropouts,Summertime Dropouts,2021.0,92.0,summertime dropouts,5.3,84,01/01/24 22:30,11/01/24
838,tt6715992,movie,Scream for Summer,Scream for Summer,2017.0,112.0,scream for summer,4.2,62,01/01/24 22:30,11/01/24
839,tt6742246,tvMovie,A Midsummer Night's Dream,Sen noci svatojánské,1973.0,75.0,a midsummer nights dream,6.2,21,01/01/24 22:30,11/01/24
840,tt6807046,tvMovie,"An American Girl Story: Summer Camp, Friends for Life","An American Girl Story: Summer Camp, Friends for Life",2017.0,32.0,an american girl story summer camp friends for life,6.4,94,01/01/24 22:30,11/01/24
841,tt6839560,movie,The Rite of Summer,Le sacre de l'été,2018.0,80.0,the rite of summer,9.1,14,01/01/24 22:30,11/01/24
842,tt6841122,movie,Summerland,Summerland,2020.0,99.0,summerland,7.0,9472,01/01/24 22:30,11/01/24
843,tt6851430,movie,My Extraordinary Summer with Tess,Mijn bijzonder rare week met Tess,2019.0,82.0,my extraordinary summer with tess,7.0,1123,01/01/24 22:30,11/01/24
844,tt6917656,tvMovie,Nickelodeon's Sizzling Summer Camp Special,Nickelodeon's Sizzling Summer Camp Special,2017.0,60.0,nickelodeons sizzling summer camp special,6.9,114,01/01/24 22:30,11/01/24
845,tt6926116,movie,A Midsummer Night's Dream,A Midsummer Night's Dream,2022.0,,a midsummer nights dream,7.4,22,01/01/24 22:30,11/01/24
846,tt6929278,movie,Shashin Koshien Summer in 0.5 Seconds,Shashin kôshien 0.5 byô no natsu,2017.0,117.0,shashin koshien summer in 05 seconds,7.5,13,01/01/24 22:30,11/01/24
847,tt6982508,movie,The Long Summer of Theory,Der lange Sommer der Theorie,2017.0,82.0,the long summer of theory,6.2,103,01/01/24 22:30,11/01/24
848,tt7026270,movie,"Summer Days, Summer Nights",Summertime,2018.0,124.0,summer days summer nights,6.2,1005,01/01/24 22:30,11/01/24
849,tt7028250,movie,Before Summer Ends,Avant la fin de l'été,2017.0,80.0,before summer ends,6.5,308,01/01/24 22:30,11/01/24
850,tt7042586,tvMovie,Summer in the Vineyard,Summer in the Vineyard,2017.0,82.0,summer in the vineyard,6.2,1428,01/01/24 22:30,11/01/24
851,tt7057306,movie,That Summer,Den sommaren,2017.0,80.0,that summer,6.5,513,01/01/24 22:30,11/01/24
852,tt7085058,movie,Summer Blooms,Shigatsu no nagai yume,2017.0,93.0,summer blooms,6.6,204,01/01/24 22:30,11/01/24
853,tt7123254,movie,Summer Palace,Summer Palace,2000.0,114.0,summer palace,3.3,24,01/01/24 22:30,11/01/24
854,tt7149192,tvMovie,The Summer of Love,The Summer of Love,2017.0,,the summer of love,6.3,36,01/01/24 22:30,11/01/24
855,tt7216918,movie,The Summer House,Les estivants,2018.0,127.0,the summer house,5.3,647,01/01/24 22:30,11/01/24
856,tt7227024,video,Sakura Wars: The Gorgeous Blooming Cherry Blossoms Act 4: A Midsummer Night's Dream,Sakura Taisen Ôka Kenran: Dai Shi-maku: Manatsu no Yume no Yoru,1998.0,30.0,sakura wars the gorgeous blooming cherry blossoms act 4 a midsummer nights dream,7.0,15,01/01/24 22:30,11/01/24
857,tt7284204,movie,Summer '03,Summer '03,2018.0,95.0,summer 03,5.5,3956,01/01/24 22:30,11/01/24
858,tt7300458,video,SummerSlam's Greatest Hits,SummerSlam's Greatest Hits,1992.0,60.0,summerslams greatest hits,6.0,10,01/01/24 22:30,11/01/24
859,tt7343740,movie,Days of the Bagnold Summer,Days of the Bagnold Summer,2019.0,86.0,days of the bagnold summer,6.5,2631,01/01/24 22:30,11/01/24
860,tt7346310,video,RiffTrax Live: Summer Shorts Beach Party,RiffTrax Live: Summer Shorts Beach Party,2017.0,118.0,rifftrax live summer shorts beach party,7.4,161,01/01/24 22:30,11/01/24
861,tt7406704,movie,Last Summer,Last Summer,2018.0,97.0,last summer,6.2,374,01/01/24 22:30,11/01/24
862,tt7428820,movie,Summer Night,Summer Night,2019.0,98.0,summer night,4.8,1130,01/01/24 22:30,11/01/24
863,tt7476812,movie,One Summer Afternoon,One Summer Afternoon,2019.0,78.0,one summer afternoon,4.9,43,01/01/24 22:30,11/01/24
864,tt7481324,movie,Summer Holidays,Ta'tilat-e tabestani,1996.0,,summer holidays,5.1,18,01/01/24 22:30,11/01/24
865,tt7502220,tvMovie,Alaskan Summer,Alaskan Summer,2017.0,60.0,alaskan summer,7.2,32,01/01/24 22:30,11/01/24
866,tt7543058,movie,Best Summer Ever,Best Summer Ever,2020.0,72.0,best summer ever,5.2,174,01/01/24 22:30,11/01/24
867,tt7556356,movie,Summer in the Shade,Summer in the Shade,2020.0,84.0,summer in the shade,6.4,62,01/01/24 22:30,11/01/24
868,tt7591430,movie,Summer Survivors,Ishgyventi vasara,2018.0,91.0,summer survivors,7.5,1642,01/01/24 22:30,11/01/24
869,tt7612992,movie,A Long Hot Summer in Palestine,A Long Hot Summer in Palestine,2018.0,74.0,a long hot summer in palestine,8.1,12,01/01/24 22:30,11/01/24
870,tt7679126,movie,The Best Summer of My Life,El mejor verano de mi vida,2018.0,91.0,the best summer of my life,5.8,1650,01/01/24 22:30,11/01/24
871,tt7905318,movie,Summer Knight,Xia ye qi shi,2019.0,99.0,summer knight,6.5,34,01/01/24 22:30,11/01/24
872,tt7946114,movie,Summer of My Discontent,Summer of My Discontent,2018.0,75.0,summer of my discontent,6.5,11,01/01/24 22:30,11/01/24
873,tt7957694,movie,The Last Summer,The Last Summer,2019.0,109.0,the last summer,5.5,14433,01/01/24 22:30,11/01/24
874,tt8045100,movie,One Summer When You Went Away,One Summer When You Went Away,2021.0,90.0,one summer when you went away,8.2,37,01/01/24 22:30,11/01/24
875,tt8209898,movie,50 Summers,50 Summers,2018.0,98.0,50 summers,6.7,56,01/01/24 22:30,11/01/24
876,tt8312392,tvMovie,A Summer to Remember,A Summer to Remember,2018.0,82.0,a summer to remember,6.4,1394,01/01/24 22:30,11/01/24
877,tt8380458,movie,Our Last Summer,Our Last Summer,2018.0,100.0,our last summer,7.6,20,01/01/24 22:30,11/01/24
878,tt8396742,video,1982: One Amazing Summer!,1982: One Amazing Summer!,2017.0,28.0,1982 one amazing summer,6.9,10,01/01/24 22:30,11/01/24
879,tt8400416,movie,Summer in Closed Eyes,Nham Mat Thay Mua He,2018.0,98.0,summer in closed eyes,6.6,238,01/01/24 22:30,11/01/24
880,tt8414124,movie,Between Summer and Fall,Zwischen Sommer und Herbst,2018.0,102.0,between summer and fall,6.9,354,01/01/24 22:30,11/01/24
881,tt8510070,movie,Summerland,Summerland,2020.0,80.0,summerland,6.5,97,01/01/24 22:30,11/01/24
882,tt8536058,tvMovie,A Summer in Oxford,Ein Sommer in Oxford,2018.0,90.0,a summer in oxford,5.7,44,01/01/24 22:30,11/01/24
883,tt8571578,movie,Blue Summer,Ao-Natsu: Kimi ni Koi Shita 30-Nichi,2018.0,113.0,blue summer,6.0,120,01/01/24 22:30,11/01/24
884,tt8628960,movie,Summerhouse,Ljetnikovac,2018.0,73.0,summerhouse,6.8,45,01/01/24 22:30,11/01/24
885,tt8660578,video,One Crazy Summer: A Look Back at Gravity Falls,One Crazy Summer: A Look Back at Gravity Falls,2018.0,105.0,one crazy summer a look back at gravity falls,8.9,75,01/01/24 22:30,11/01/24
886,tt8723762,tvMovie,Endless Summer: 30 Years of Home and Away,Endless Summer: 30 Years of Home and Away,2018.0,47.0,endless summer 30 years of home and away,9.2,11,01/01/24 22:30,11/01/24
887,tt8730658,movie,"Summer Soul, Sunshine Patriot, and the American Message","Summer Soul, Sunshine Patriot, and the American Message",2008.0,,summer soul sunshine patriot and the american message,9.0,16,01/01/24 22:30,11/01/24
888,tt8774112,video,'Hocus Pocus' 25th Anniversary Panel at Midsummer,'Hocus Pocus' 25th Anniversary Panel at Midsummer,2018.0,80.0,hocus pocus 25th anniversary panel at midsummer,7.8,16,01/01/24 22:30,11/01/24
889,tt8869128,movie,Summer Camp,Summer Camp,2018.0,128.0,summer camp,7.9,16,01/01/24 22:30,11/01/24
890,tt8998220,movie,Zulu Summer,Zulu Summer,2019.0,78.0,zulu summer,8.0,52,01/01/24 22:30,11/01/24
891,tt9013026,movie,This Guest of Summer,This Guest of Summer,,,this guest of summer,7.9,179,01/01/24 22:30,11/01/24
892,tt9037708,movie,The Girls of Summer,The Girls of Summer,2020.0,94.0,the girls of summer,5.9,101,01/01/24 22:30,11/01/24
893,tt9174108,movie,60 Days of Summer,60 Days of Summer,2018.0,94.0,60 days of summer,6.2,40,01/01/24 22:30,11/01/24
894,tt9174120,movie,Passing Summer,Passing Summer,2018.0,93.0,passing summer,6.0,40,01/01/24 22:30,11/01/24
895,tt9185542,movie,An Almost Ordinary Summer,Croce e delizia,2019.0,100.0,an almost ordinary summer,6.2,999,01/01/24 22:30,11/01/24
896,tt9265856,movie,Nineteen Summers,Nineteen Summers,2019.0,118.0,nineteen summers,4.3,306,01/01/24 22:30,11/01/24
897,tt9272590,tvMovie,The Summer After Graduation,Sommer nach dem Abi,2019.0,88.0,the summer after graduation,5.8,235,01/01/24 22:30,11/01/24
898,tt9315684,movie,Summerlight... and Then Comes the Night,Summerlight... and Then Comes the Night,2022.0,111.0,summerlight and then comes the night,6.9,147,01/01/24 22:30,11/01/24
899,tt9320170,movie,The Beautiful Summer,La bella estate,2023.0,111.0,the beautiful summer,5.4,443,01/01/24 22:30,11/01/24
900,tt9382076,movie,Summer Love,Summer Love,2019.0,,summer love,7.5,17,01/01/24 22:30,11/01/24
901,tt9430712,movie,Let the Summer Never Come Again,Lass den Sommer nie wieder kommen,2017.0,202.0,let the summer never come again,6.2,98,01/01/24 22:30,11/01/24
902,tt9530420,movie,Goodbye Summer,Goodbye Summer,2019.0,67.0,goodbye summer,5.6,79,01/01/24 22:30,11/01/24
903,tt9716208,movie,Summer of Mesa,Summer of Mesa,2020.0,76.0,summer of mesa,5.5,114,01/01/24 22:30,11/01/24
904,tt9842874,movie,Nothing Left - Just That Summer,Ein wilder Sommer - Die Wachausaga,2018.0,154.0,nothing left  just that summer,4.4,15,01/01/24 22:30,11/01/24
